landuse,name,lat,lon,city_found,sample_method,operator,parking,surface,addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,email,phone,product,website,source,brand,brand:wikidata,office,place,building,shop,fixme,addr:country,LandPro08:DE3,LandPro08:LC_NAME,LandPro08:LU_NAME,LandPro08:reviewed,amenity,access,fee,leisure,wikidata,description,internet_access,opening_hours,religion,start_date,tourism,wikipedia,ele,gnis:feature_id,air_conditioning,bar,branch,designation,fax,internet_access:fee,rooms,smoking,wheelchair,cuisine,ref:vcgi:esiteid,operator:wikidata,waste,check_date,disused:amenity,disused:name,takeaway,sport,drive_through,guest_house,note,communication:mobile_phone,man_made,owner,tower:construction,tower:type,trade,boundary,addr:housename
commercial,TitleMax,38.1324676,-79.062772,STATE_WIDE,fallback,,,,,,,,,,,,https://www.loanmaxtitleloans.net/locations/virginia/staunton/1003-greenville-ave,,TitleMax,Q7810030,,,,money_lender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Bessst,38.1310396,-79.0622806,STATE_WIDE,fallback,Bessst,,,,,,,,,,,,,,,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,38.1312871,-79.06355,STATE_WIDE,fallback,DDC & PHW,,,,,,,,,,,,,,,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Nuckols Gun Works,38.1289537,-79.0621125,STATE_WIDE,fallback,,,,,,,,,,,,https://nuckolsgun.com/,,,,,,,weapons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Obaugh Ford,38.1278875,-79.0650138,STATE_WIDE,fallback,Obaugh Ford,,,,,,,,,,,,,Ford,Q44294,,,,car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Pets N Pals,38.1322303,-79.0635393,STATE_WIDE,fallback,BCS,,,,,,,,,,,https://petsnpals.biz/contact-us/,,,,,,,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dog_excrement,,,,,,,,,,,,,,,,
commercial,,38.1377691,-79.06821,STATE_WIDE,fallback,Charter Foods,,,,,,,,,,,https://awrestaurants.com/locations/virginia/staunton/641-greenville-ave,,A&W,Q277641,,,,,,,,,,,,,,,,Apr. 2023: not listed on A&W website,,,,,,,,,,,,,,,,,,burger,,,,2023-04-28,fast_food,A&W,yes,,,,,,,,,,,,
commercial,Staunton Lanes,38.1361853,-79.0650703,STATE_WIDE,fallback,,,,,,,,,,,,https://www.stauntonlanes.com/,,,,,,,,,,,,,,,,,bowling_alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,bowling,,,,,,,,,,,
commercial,,38.1369508,-79.0678811,STATE_WIDE,fallback,Windigrove Investments,,,,,,,,,,,https://locations.wendys.com/united-states/va/staunton/704-s.-greenville,,Wendy's,Q550258,,,,,,,,,,,,,,,,Apr. 2023: Wendy's website lists this site as closed.,,,,,,,,,,,,,,,,,,burger,,,,2023-04-28,fast_food,Wendy's,yes,,yes,,,,,,,,,,
commercial,Jiffy Lube,38.1333178,-79.0632476,STATE_WIDE,fallback,,,,,,,,,,,,https://www.jiffylube.com/locations/va/staunton/1672,,Jiffy Lube,Q6192247,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Mister Tire Auto Service Center,38.1336951,-79.0633068,STATE_WIDE,fallback,,,,,,,,,,,,https://locations.mrtire.com/va/staunton/907-greenville-avenue,,Monro Muffler Brake,Q6902090,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,The Clifton,38.006985,-78.3967309,STATE_WIDE,fallback,Clifton Inn Management,,,,,,,,,,,https://www.the-clifton.com/,,,,,,,,,,,,,,,,,,,,,,,,guest_house,,,,,,,,,,,,,,,,,,,,,,,bed_and_breakfast,,,,,,,,,
commercial,,37.984182,-78.4814794,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,identify communication towers within this area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"numerous communication towers, several companies and types",,,,,,,,
commercial,Interstate Muffler Co.,38.1447797,-79.0577854,STATE_WIDE,fallback,,,,Staunton,603,,,Richmond Avenue,,+1 540-885-5484,,https://interstatemufflerstaunton.com/,,,,,,,car_repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-28,,,,,,,,,,,,,,,
commercial,,36.6284097,-76.2113307,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,mast,American Tower,guyed_lattice,communication,,,
commercial,84 Lumber,38.4451202,-77.9874871,STATE_WIDE,fallback,,,,,,,,,,,,,,84 Lumber,Q4644779,,,,trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_supplies,,
commercial,,38.2480928,-77.5102512,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,38.2467739,-77.5126995,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Cheyenne City Solid Waste transfer station,41.1183363,-104.7692016,STATE_WIDE,fallback,,,,,,,,,,,,,TIGER/Line® 2008 Place Shapefiles (http://www.census.gov/geo/www/tiger/),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,census,
commercial,,44.5246809,-109.0639701,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.5323741,-109.0367738,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.5141634,-109.0421766,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Energy Technical Center Tract,44.2778116,-105.4917365,STATE_WIDE,fallback,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.5753653,-109.2274417,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fire department and city vehicle repair station.,,,,,,,,
commercial,,41.5377232,-109.301388,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,44.8062786,-106.9397142,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.2102279,-110.90289,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.0898516,-110.8381064,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Echostar Satellite Communications,41.1314665,-104.7366602,STATE_WIDE,fallback,,,,Cheyenne,530,82007,WY,Echostar Drive,,,,https://www.echostar.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No telephones. 16 US satellite facilities like this one. Dish Network, Hughes Network, Sling video network, HQ in Denver at 100 Inverness.",,,,,,,,Echostar Satellite and Dish Network
commercial,Truss Craft,41.1343794,-104.7317848,STATE_WIDE,fallback,,,,Cheyenne,650,82007,WY,Echostar Drive,,+1-307-635-1635,,https://trusscraft.com/,"local visit, company website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truss Craft
commercial,Capital Lumber of Cheyenne,41.1350033,-104.7986906,STATE_WIDE,fallback,,,,Cheyenne,1222,82001,WY,Dunn Avenue,,+1-307-634-4471,,http://www.capitallumber.com,"local visit, company website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capital Lumber
commercial,Laramie County Planning & Development Office,41.1527062,-104.65691,STATE_WIDE,fallback,,,,Cheyenne,3966,82009,WY,Archer Ranch Road,,+1 307 633 4303,,,"local_knowledge, website",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laramie County Planning & Development Office
commercial,,43.5360441,-109.6411615,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,43.53396,-109.6335472,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,,41.5769435,-109.2440258,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,College Park,41.1519495,-104.7599102,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,4-J Business Park,44.2832526,-105.5117228,STATE_WIDE,fallback,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
commercial,Prairie View Place Office Condo,44.2819446,-105.4947265,STATE_WIDE,fallback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
